date,year,window,int/ext,within_league,season,player_name,position,from_country,from_league,from_team,to_country,to_league,team,age_transfer,market value,fee amount,duration_cleaned,dur_rounded,fee amount_mean,date_deadline,days_to_deadline,dtd_rounded
2015-08-07,2015,1,I,True,15/16,Mitchell te Vrede,Centre-Forward,Netherlands,Eredivisie,Feyenoord ,Netherlands,Eredivisie,SC Heerenveen,24,1.0,0.5,10.0,12,0.9023529411764708,2015-08-31,24,20
2015-07-01,2015,1,I,True,15/16,Caner Cavlan,Left-Back,Netherlands,Eredivisie,De Graafschap ,Netherlands,Eredivisie,SC Heerenveen,23,0.2,0.3,11.0,12,0.9023529411764708,2015-08-31,61,60
2015-07-15,2015,1,E,False,15/16,Jeremain Lens,Right Winger,Ukraine,Premier Liga,Dynamo Kyiv ,England,Premier League,Sunderland AFC,27,12.0,11.4,23.0,24,5.118684210526316,2015-09-01,48,50
2015-07-01,2015,1,E,False,15/16,Ricardo Álvarez,Central Midfield,Italy,Serie A,Inter ,England,Premier League,Sunderland AFC,27,10.0,10.5,35.0,36,5.118684210526316,2015-09-01,62,60
2015-07-16,2015,1,I,True,15/16,Younès Kaboul,Centre-Back,England,Premier League,Spurs ,England,Premier League,Sunderland AFC,29,4.5,4.3,11.0,12,5.118684210526316,2015-09-01,47,50
2015-07-01,2015,1,E,False,15/16,Santiago Vergini,Centre-Back,Argentina,Primera División,Estudiantes ,England,Premier League,Sunderland AFC,26,2.0,2.85,0.0,0,5.118684210526316,2015-09-01,62,60
2015-07-04,2015,1,E,False,15/16,Adam Matthews,Right-Back,Scotland,Scottish Premiership,Celtic ,England,Premier League,Sunderland AFC,23,2.5,2.8,11.0,12,5.118684210526316,2015-09-01,59,60
2015-07-01,2015,1,I,True,15/16,Sebastián Coates,Centre-Back,England,Premier League,Liverpool ,England,Premier League,Sunderland AFC,24,2.5,2.8,11.0,12,5.118684210526316,2015-09-01,62,60
2015-08-30,2015,1,E,False,15/16,Filip Krovinovic,Attacking Midfield,Croatia,1.HNL,NK Zagreb ,Portugal,Primeira Liga,Rio Ave FC,20,0.7,0.8,33.0,36,0.77,2015-08-31,1,0
2015-08-31,2015,1,I,True,15/16,Ja-cheol Koo,Central Midfield,Germany,1.Bundesliga,1.FSV Mainz 05 ,Germany,1.Bundesliga,FC Augsburg,26,4.5,5.0,33.0,36,3.1416666666666666,2015-08-31,0,0
2015-08-04,2015,1,I,False,15/16,Philipp Max,Left-Back,Germany,2.Bundesliga,Karlsruher SC ,Germany,1.Bundesliga,FC Augsburg,21,0.9,3.8,22.0,24,3.1416666666666666,2015-08-31,27,30
2015-08-20,2015,1,I,True,15/16,Konstantinos Stafylidis,Left-Back,Germany,1.Bundesliga,Bay. Leverkusen ,Germany,1.Bundesliga,FC Augsburg,21,2.0,2.5,34.0,36,3.1416666666666666,2015-08-31,11,10
2015-07-01,2015,1,I,True,15/16,Dominik Kohr,Central Midfield,Germany,1.Bundesliga,Bay. Leverkusen ,Germany,1.Bundesliga,FC Augsburg,21,2.5,1.4,11.0,12,3.1416666666666666,2015-08-31,61,60
2015-07-20,2015,1,E,False,15/16,Jeff Louis,Attacking Midfield,Belgium,Jupiler Pro League,Standard Liège ,France,Ligue 1,SM Caen,22,1.5,2.0,47.0,48,1.335,2015-08-31,42,40
2015-07-02,2015,1,E,False,15/16,Andy Delort,Centre-Forward,England,League One,Wigan ,France,Ligue 1,SM Caen,23,1.5,2.0,11.0,12,1.335,2015-08-31,60,60
2015-07-03,2015,1,I,True,15/16,Jonathan Delaplace,Central Midfield,France,Ligue 1,LOSC Lille ,France,Ligue 1,SM Caen,29,1.5,0.6,11.0,12,1.335,2015-08-31,59,60
2015-07-01,2015,1,I,True,15/16,Chaker Alhadhur,Left-Back,France,Ligue 1,FC Nantes ,France,Ligue 1,SM Caen,23,1.0,0.05,11.0,12,1.335,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Leandro Paredes,Central Midfield,Argentina,Primera División,Boca Juniors ,Italy,Serie A,AS Roma,21,3.5,6.0,11.0,12,10.598367346938774,2015-08-31,61,60
2015-08-31,2015,1,E,False,15/16,Ezequiel Ponce,Centre-Forward,Argentina,Primera División,Newell's ,Italy,Serie A,AS Roma,18,6.0,4.2,16.0,18,10.598367346938774,2015-08-31,0,0
2015-07-01,2015,1,I,False,15/16,Nemanja Radonjic,Left Winger,Italy,Campionato Primavera Girone C,Empoli U19 ,Italy,Serie A,AS Roma,19,0.05,4.0,0.0,0,10.598367346938774,2015-08-31,61,60
2015-07-01,2015,1,I,False,15/16,Matteo Politano,Right Winger,Italy,Serie B,Pescara ,Italy,Serie A,AS Roma,21,2.0,0.6,0.0,0,10.598367346938774,2015-08-31,61,60
